gender,ethnicity,age,height,weight,hair_color,eye_color,country
0,1,68,1.75,80,3,6,7
0,2,56,1.53,57,5,4,41
1,0,44,1.94,52,5,2,38
1,1,28,1.75,87,5,2,28
0,2,68,1.51,107,6,6,55
0,2,19,2.05,62,5,4,22
1,2,70,1.74,71,1,4,10
1,2,39,1.9,67,5,0,40
1,2,52,1.56,66,0,3,67
0,0,48,1.61,57,6,2,7
0,0,73,1.84,80,5,5,52
0,0,67,2.05,92,0,4,59
0,2,49,1.74,72,4,6,22
0,0,71,1.85,72,6,2,38
1,2,58,1.66,78,5,4,54
1,2,30,1.73,52,4,5,26
0,0,72,1.61,51,2,2,61
0,2,53,1.67,85,1,3,43
1,0,60,1.47,85,1,4,21
0,1,72,1.72,68,5,1,6
1,1,23,1.95,52,6,5,59
1,1,29,1.62,54,5,4,65
0,2,67,2.03,93,5,2,13
1,1,25,1.52,92,1,0,3
0,1,48,1.61,63,1,6,52
0,2,24,1.74,103,4,4,61
1,0,71,1.96,82,5,2,64
0,0,70,1.49,80,3,5,23
1,0,47,1.45,80,2,4,47
1,0,54,1.84,99,1,4,15
0,0,45,2.05,86,4,0,21
1,0,30,1.88,53,4,5,49
1,1,44,1.5,89,2,1,48
1,0,35,1.45,77,4,5,15
0,2,64,2.04,75,3,4,38
1,2,56,1.98,101,1,1,0
1,2,45,1.61,80,3,1,2
0,2,74,1.65,76,4,3,50
1,2,28,1.73,103,0,0,54
1,0,53,1.83,80,1,4,14
1,0,71,1.97,57,2,5,42
0,0,36,1.52,75,6,1,42
1,1,44,1.83,105,2,3,68
1,1,56,1.48,63,3,4,6
0,0,40,1.45,54,0,0,59
0,2,29,1.99,72,2,3,67
0,1,31,1.77,83,0,5,17
1,0,53,1.59,65,1,5,13
0,0,40,1.54,81,4,0,18
1,1,45,1.49,67,3,1,40
1,0,42,1.62,74,6,5,30
1,0,20,1.64,61,4,4,22
1,2,65,1.46,52,0,4,19
1,0,25,1.52,99,6,1,46
1,0,60,2,76,4,1,67
0,1,54,1.67,60,4,3,49
1,2,52,1.65,72,2,2,1
0,2,50,1.58,75,4,0,51
0,2,50,1.99,93,0,0,22
0,0,55,2,96,4,6,16
1,1,54,1.45,105,1,6,22
0,2,29,1.68,109,2,3,55
1,1,22,1.76,91,5,0,1
0,0,47,2.02,101,6,4,33
0,0,69,1.46,72,3,2,44
0,1,58,1.5,56,4,4,59
0,1,67,1.62,88,2,1,59
1,0,71,1.74,56,2,1,14
1,2,20,1.72,100,6,2,19
1,1,33,1.48,109,0,1,60
1,0,36,1.66,82,6,5,10
1,2,42,1.6,76,3,1,12
1,1,51,1.92,53,2,5,23
0,2,41,1.9,105,1,2,24
1,1,43,1.61,86,4,5,35
1,2,58,1.5,58,2,3,53
0,2,62,1.63,50,1,4,31
1,0,30,1.75,88,1,2,44
1,2,73,1.69,60,4,1,31
0,2,21,1.67,83,0,5,40
0,2,40,1.5,89,1,3,65
1,1,29,1.6,74,1,0,18
0,2,23,1.85,105,1,6,1
1,1,38,1.53,88,0,5,59
1,0,25,1.93,50,3,4,13
1,2,50,1.69,104,2,4,19
0,0,19,1.96,107,3,5,33
0,1,44,1.8,100,5,5,25
1,1,52,1.7,68,3,6,8
0,2,22,1.85,57,0,4,6
1,1,56,1.96,59,4,1,6
0,1,55,1.61,60,0,1,13
1,1,71,1.62,94,5,5,21
1,2,70,1.58,106,2,3,67
0,2,30,1.85,96,4,5,5
1,1,24,1.46,89,0,4,3
1,0,60,1.62,81,2,2,30
0,2,31,1.75,100,3,3,18
0,0,57,1.76,103,1,3,9
0,1,66,1.8,87,3,3,56
0,1,42,1.47,53,6,1,62
1,0,65,1.69,67,2,4,41
0,1,63,1.81,75,3,4,62
0,1,62,1.5,62,6,3,32
0,1,26,1.57,101,0,6,59
1,1,66,1.61,101,4,5,66
0,2,55,1.46,107,0,1,42
1,1,23,1.49,68,2,4,67
1,2,24,1.66,59,6,1,43
0,0,51,1.85,110,6,4,54
1,1,58,1.61,63,2,3,43
1,0,52,2.02,109,0,4,43
1,2,34,1.56,93,5,6,12
1,0,52,1.54,96,3,5,35
1,2,66,2.03,85,2,0,47
1,2,42,1.69,83,1,2,30
0,2,64,1.56,106,5,3,12
0,2,32,1.92,70,1,4,41
0,1,44,1.62,54,6,0,40
1,0,36,1.98,102,0,0,43
0,1,29,1.46,64,1,0,21
1,1,68,2.03,87,3,1,3
0,0,19,1.97,92,6,5,68
1,2,55,1.63,82,2,6,19
1,2,52,1.74,90,5,6,0
0,1,36,1.79,52,2,4,21
0,0,34,1.57,96,4,4,40
0,0,32,1.65,82,0,2,1
1,0,29,1.5,108,3,1,44
1,1,27,1.81,84,4,3,2
0,0,40,1.63,53,0,6,48
1,2,72,1.92,62,4,3,55
1,0,59,1.67,100,2,3,45
1,1,37,1.59,93,3,4,21
0,2,39,1.48,61,5,1,4
1,0,41,1.83,96,2,6,4
1,1,61,2.04,69,3,1,1
0,0,67,1.88,60,5,4,17
1,1,20,1.92,104,1,6,34
1,2,65,1.94,93,5,0,27
0,0,56,1.75,76,3,3,2
1,1,55,1.92,99,6,4,33
0,0,25,1.75,102,2,2,20
0,1,48,1.77,100,5,2,4
1,0,67,2.02,55,5,3,57
1,1,55,1.68,67,6,2,23
1,0,39,1.49,103,0,3,41
1,0,33,1.87,54,6,0,41
1,1,21,1.78,52,3,3,12
1,2,45,1.77,80,2,4,38
1,2,55,1.54,72,3,4,5
1,1,60,1.61,55,1,5,15
1,2,46,1.89,104,0,1,45
1,0,40,1.5,105,1,3,20
0,0,22,1.56,66,1,3,41
0,1,27,1.91,64,2,5,38
0,0,47,1.89,62,3,0,62
0,2,32,1.98,105,1,0,67
1,2,37,1.75,67,4,6,44
0,1,70,1.64,101,5,1,36
0,1,64,1.57,67,4,6,54
1,2,53,1.69,96,2,2,7
0,0,38,2.02,60,5,5,27
0,0,50,1.49,101,1,1,7
0,2,50,1.9,56,4,2,33
1,0,48,1.73,102,3,4,18
0,2,29,1.78,86,6,5,7
0,0,26,1.86,84,3,6,15
0,2,47,1.93,107,0,0,33
0,0,31,1.49,78,5,6,48
0,2,28,1.68,60,2,5,7
1,2,40,1.96,78,5,1,12
0,2,47,1.63,53,2,2,27
0,2,24,1.47,109,3,1,59
0,1,50,1.58,80,0,0,57
1,0,36,1.76,79,4,3,25
0,0,34,1.83,109,2,1,13
0,0,33,2.03,70,4,6,46
0,2,63,1.88,79,3,1,2
0,1,53,1.81,105,2,0,27
1,0,73,1.46,71,6,6,54
0,0,25,1.74,95,2,6,59
1,0,60,1.65,106,3,4,27
1,2,39,1.67,72,5,2,27
0,2,30,1.87,86,6,5,37
1,0,58,1.55,54,6,1,67
1,0,27,1.79,103,6,6,48
1,2,65,1.92,86,4,3,10
0,2,37,1.65,70,1,4,33
0,2,48,2.04,87,2,6,28
1,2,58,2.01,88,2,1,58
0,1,45,1.8,63,1,2,14
0,2,49,1.52,88,1,3,12
0,2,37,1.98,83,6,3,57
1,1,51,1.56,90,5,1,19
0,0,66,2.05,93,2,0,34
0,2,51,1.49,89,4,1,37
0,2,32,1.86,61,2,1,67
1,1,63,1.76,90,2,6,15
1,0,48,1.67,105,1,6,5
0,2,24,1.64,92,4,6,66
0,1,71,2.03,81,6,0,45
1,0,68,1.76,89,1,3,45
1,2,69,1.95,54,0,6,41
1,2,32,1.52,69,6,6,3
1,0,48,1.67,75,4,5,56
0,2,22,1.52,104,4,5,37
1,2,31,1.6,101,1,5,43
1,1,60,1.51,81,2,3,11
0,2,39,1.69,92,5,4,63
0,2,48,1.91,91,1,4,58
0,1,52,1.57,66,2,3,30
1,0,53,1.46,78,6,5,25
1,2,40,1.47,101,5,2,43
1,2,65,1.57,50,3,6,44
0,0,45,1.47,99,4,6,61
0,0,56,1.92,60,2,4,23
1,2,73,1.91,108,0,4,61
1,0,21,1.63,99,4,4,51
1,0,34,1.58,88,3,4,26
0,0,60,1.92,67,4,3,24
1,0,19,1.6,85,6,3,19
1,0,46,1.88,69,3,1,6
1,1,26,1.89,102,6,0,1
1,2,42,2,104,4,3,29
1,0,55,1.85,98,0,6,28
1,1,36,1.86,61,3,2,24
0,1,20,1.93,51,0,2,5
1,1,70,1.54,80,2,3,67
0,2,68,1.64,95,6,6,9
0,1,46,1.51,80,6,6,58
0,0,20,1.99,104,4,2,52
0,2,62,1.99,91,1,5,57
1,1,54,1.93,102,6,0,16
0,2,20,1.91,87,0,2,21
1,1,21,1.95,52,3,4,47
0,1,39,1.83,110,3,1,47
1,1,31,1.54,74,0,5,54
1,2,40,1.92,108,6,6,38
0,2,72,1.99,56,6,6,43
0,1,50,1.68,99,5,2,37
0,2,57,1.5,108,3,0,48
1,2,33,1.49,71,0,3,16
1,1,56,1.95,67,2,5,22
0,2,74,1.5,77,1,0,26
1,2,60,1.89,102,1,1,51
0,2,26,2.02,88,0,0,33
0,0,33,1.92,110,0,4,64
1,2,32,1.74,100,6,1,61
0,0,48,1.73,99,3,4,40
1,2,73,1.45,86,4,4,17
1,1,47,2.04,76,6,5,30
0,1,43,1.49,95,3,0,10
1,0,65,1.97,81,6,0,50
0,2,24,1.59,61,4,4,50
0,0,47,1.67,63,2,1,9
0,2,70,1.73,58,2,4,61
1,1,40,1.85,98,1,0,17
1,2,44,1.57,84,6,5,57
0,0,72,1.54,96,4,1,46
0,0,25,1.62,92,5,3,4
0,2,22,1.79,88,3,6,26
0,1,66,1.68,61,3,0,49
0,1,26,1.5,95,3,3,68
0,1,47,1.84,88,0,1,31
1,0,67,2.01,81,5,6,29
0,0,44,1.67,104,4,4,31
0,0,39,1.69,56,0,6,31
1,2,49,1.72,66,2,2,42
1,0,43,1.51,100,6,3,41
1,2,42,1.56,83,2,0,18
0,1,20,1.5,51,2,4,33
1,1,63,2.05,53,4,5,62
0,1,26,1.71,52,3,3,31
0,2,43,1.68,89,4,5,26
0,2,33,1.77,107,3,5,15
1,2,24,1.94,77,2,0,6
1,2,65,1.75,83,2,6,25
1,2,40,1.83,84,3,6,3
0,0,71,1.75,68,1,2,15
1,1,44,1.86,90,5,3,62
0,2,32,1.48,60,2,3,33
1,1,40,1.48,58,6,5,55
1,2,69,1.87,94,2,3,19
0,2,32,1.79,81,0,4,5
0,1,35,1.79,103,4,0,43
0,2,35,2,89,2,2,6
0,1,53,1.54,99,6,1,62
0,1,19,1.52,56,6,0,30
1,0,43,1.53,100,5,5,15
0,2,64,1.87,92,1,6,33
1,1,72,1.76,57,6,5,40
0,0,72,1.8,59,1,5,6
0,2,34,1.81,51,0,6,24
0,1,43,1.65,81,6,6,24
0,1,32,1.48,91,0,3,16
1,0,64,2.04,110,4,1,15
0,0,74,1.65,105,4,1,65
1,0,34,1.69,62,6,4,15
0,2,63,1.99,87,1,6,23
0,0,71,1.55,85,5,1,56
0,1,44,1.89,67,3,6,50
0,1,69,1.82,54,4,5,14
1,1,26,1.77,73,3,6,32
1,0,27,1.97,72,1,0,58
0,0,61,2.04,77,4,2,2
1,2,59,1.64,60,1,0,9
1,0,24,1.77,96,5,6,7
0,1,53,1.92,101,0,5,63
1,1,37,1.46,65,6,4,3
1,0,21,1.79,83,6,1,39
0,1,28,1.56,52,2,1,11
1,2,66,1.87,73,2,0,33
1,1,57,1.81,87,0,6,13
1,0,41,1.95,58,0,0,12
1,0,60,1.72,71,3,3,22
0,0,20,1.51,85,1,3,33
0,1,58,1.97,72,4,2,46
1,1,30,1.95,67,4,0,55
1,1,34,1.92,50,0,3,12
0,2,73,1.52,88,4,1,31
0,1,70,2.05,80,6,5,37
0,0,47,1.82,71,4,3,20
0,2,55,1.63,103,0,3,44
0,1,66,1.83,97,6,4,15
0,1,22,1.85,84,3,4,43
0,0,70,1.77,90,0,6,63
0,0,28,1.67,90,5,2,42
1,2,52,1.48,75,3,3,8
1,2,23,1.75,54,2,3,61
1,1,19,1.7,98,3,3,36
1,0,66,1.46,53,4,6,51
0,2,70,1.55,78,4,6,51
1,2,72,1.62,71,0,6,24
1,0,37,1.84,78,4,3,13
1,0,25,1.58,105,2,3,34
1,0,46,1.97,100,5,3,47
0,1,34,1.96,106,4,6,18
0,1,59,1.81,106,1,3,36
0,1,19,1.69,110,2,2,48
0,1,35,1.67,94,3,1,25
1,1,34,1.76,105,3,3,17
1,1,63,1.7,106,0,1,14
0,1,62,1.87,72,6,5,44
0,1,44,1.93,84,1,5,57
0,0,67,1.65,70,1,2,59
1,2,47,1.76,96,5,1,33
1,2,59,1.7,86,1,1,11
0,1,44,1.8,85,2,2,65
1,1,53,1.68,63,0,4,43
0,0,68,1.96,54,5,5,30
1,0,71,1.46,84,4,0,40
1,2,68,2.02,91,4,6,53
0,2,68,1.53,105,2,4,47
0,0,24,1.53,61,4,3,60
1,1,21,1.68,73,5,5,39
1,1,43,1.99,84,6,3,2
1,0,27,1.68,98,3,6,57
0,2,70,1.45,75,3,2,32
0,0,61,1.56,50,5,0,32
1,0,63,1.52,100,5,6,28
0,0,21,1.98,67,6,6,33
0,2,21,1.84,91,5,0,35
1,1,56,1.65,61,0,2,23
0,2,27,1.8,60,1,3,21
0,1,51,1.68,63,4,5,53
1,0,33,1.46,91,6,3,11
0,1,68,1.71,67,3,5,0
1,2,20,1.58,109,6,6,50
0,1,68,1.92,70,6,4,51
1,2,20,1.61,94,5,4,2
0,1,65,1.87,63,1,1,11
0,1,67,1.71,65,3,6,42
0,0,51,2.01,84,1,1,65
0,0,44,2.05,57,0,6,66
0,1,54,1.94,79,6,3,45
1,2,40,1.59,87,4,3,48
0,0,53,2.02,54,2,5,48
0,1,31,1.62,62,4,0,52
1,2,28,1.48,102,2,2,8
0,1,44,1.82,104,0,2,4
1,2,40,1.47,51,0,1,22
1,0,52,1.9,108,4,5,12
1,1,23,1.92,103,6,2,46
0,0,22,1.63,104,2,4,13
0,2,61,1.83,104,2,6,52
1,0,66,1.45,65,4,1,33
0,0,63,1.67,96,4,5,20
1,2,25,1.68,99,0,0,66
0,0,72,1.48,52,0,2,38
0,0,43,1.47,81,5,2,3
0,0,23,1.53,109,4,0,43
1,1,33,1.62,90,2,0,26
0,0,35,1.84,90,6,1,62
0,0,27,1.85,53,2,4,2
0,1,56,1.97,103,3,3,33
0,2,35,1.48,74,3,6,18
1,2,37,1.46,96,6,0,50
0,0,44,1.47,90,6,5,32
0,1,51,1.57,101,3,2,60
0,1,69,1.66,56,3,4,17
1,1,56,1.91,98,6,6,18
0,2,19,1.56,78,0,1,56
0,2,61,1.9,62,5,2,25
0,2,23,2.03,89,5,0,41
0,2,41,1.58,52,5,5,40
1,0,26,1.76,59,5,3,20
0,0,35,1.91,106,0,6,24
0,1,21,1.64,67,5,5,20
1,2,73,1.84,60,3,5,26
1,1,50,1.66,91,6,3,40
1,2,44,1.45,100,6,6,21
0,1,60,1.63,88,6,2,66
1,1,41,1.71,62,6,4,59
1,1,37,1.74,77,6,3,23
0,1,58,1.8,100,3,1,53
1,1,70,1.87,82,2,2,22
0,2,50,2,65,4,6,60
0,1,30,1.88,58,4,0,61
0,2,43,1.8,69,3,5,20
0,0,38,1.88,61,1,2,60
0,0,49,1.51,57,4,4,40
1,1,45,1.59,84,5,2,44
0,1,55,1.9,80,4,3,25
0,2,30,1.91,82,4,1,37
1,0,29,1.67,65,4,0,67
0,1,26,1.63,54,0,6,54
0,0,41,1.9,57,0,0,14
1,0,57,1.96,110,0,3,35
1,0,26,1.52,109,3,4,19
1,0,50,1.71,76,3,3,35
1,1,24,1.84,69,3,5,37
0,1,70,1.66,110,4,1,14
0,1,60,1.62,69,5,0,28
1,1,54,1.57,72,1,4,1
0,2,59,1.47,82,3,1,3
1,0,46,1.78,84,5,2,29
0,1,35,1.68,63,5,0,39
1,1,36,1.77,84,5,3,51
1,1,46,1.7,77,2,4,60
1,2,50,1.8,83,2,3,57
1,2,56,1.97,94,3,6,21
1,0,24,1.68,81,2,6,13
0,2,54,1.53,59,0,2,28
0,0,23,1.82,82,0,0,40
0,1,72,1.52,98,1,0,65
0,2,59,1.47,107,6,3,64
1,2,59,1.67,103,0,1,63
1,1,36,1.61,103,2,5,4
1,1,29,1.47,84,1,0,21
0,1,51,1.59,107,0,1,39
0,2,52,1.75,88,2,6,48
0,0,37,2.01,77,4,5,30
1,2,70,1.99,94,2,3,9
1,2,54,1.77,80,6,1,30
1,1,32,1.45,71,2,3,17
0,0,72,1.9,62,3,1,16
0,1,26,1.75,101,3,2,34
1,2,28,1.9,82,3,4,48
0,2,58,1.56,89,0,1,45
0,0,49,1.91,51,3,6,41
1,1,53,1.96,94,6,0,64
0,1,25,1.72,98,1,2,55
0,1,37,1.52,91,1,5,42
0,0,55,1.97,87,6,6,27
1,1,52,1.79,69,2,6,43
1,0,30,1.98,97,4,1,5
1,0,73,1.6,88,1,3,48
0,2,66,1.63,106,2,1,42
1,0,42,1.85,80,6,6,48
0,0,26,1.85,69,0,6,26
1,1,34,2.04,103,1,5,32
0,0,30,1.88,70,2,1,48
0,0,20,1.49,68,3,1,39
0,0,44,1.62,82,0,4,65
0,2,61,1.72,51,2,6,11
1,1,50,1.92,89,0,1,60
1,0,44,1.81,73,5,3,27
1,0,51,1.51,105,1,2,42
0,2,34,1.78,64,4,4,36
0,1,29,1.54,106,5,1,6
0,2,20,1.6,102,6,3,52
0,0,28,1.55,90,4,5,50
0,1,50,1.68,97,5,6,20
0,2,66,1.48,85,5,1,17
1,0,34,1.72,76,2,2,66
1,1,41,1.64,101,2,3,64
0,1,57,1.58,53,5,4,63
0,1,68,1.82,99,4,4,44
0,1,34,1.48,59,0,4,29
1,1,30,1.88,76,0,0,47
1,1,47,1.68,81,3,0,59
0,1,52,1.63,109,5,0,35
0,1,24,1.65,97,6,2,1
0,0,38,2.01,97,4,5,18
1,2,71,1.96,86,2,2,49
1,1,62,1.89,52,5,0,14
1,0,44,1.53,70,6,2,54
1,1,72,1.99,103,2,5,63
1,0,50,1.93,96,1,2,20
1,1,21,1.75,85,0,0,67
1,1,57,1.45,103,3,2,45
1,0,51,2.03,90,4,4,18
1,1,42,1.77,101,6,6,32
1,0,61,1.87,52,1,1,68
1,2,48,1.93,106,0,6,35
0,0,52,1.68,86,5,0,65
1,0,59,1.55,68,6,4,38
1,1,32,1.48,85,2,5,21
1,0,32,1.5,100,5,5,38
1,2,42,1.87,59,5,1,26
0,2,22,1.65,70,2,6,19
1,2,66,1.99,73,1,0,4
0,1,26,1.82,76,6,0,65
0,2,52,1.48,61,1,5,63
0,2,40,1.73,93,6,0,56
0,1,54,1.5,82,4,5,5
0,0,32,1.47,90,2,1,1
0,2,71,1.75,80,1,2,8
0,0,47,1.46,79,1,4,0
1,2,70,1.71,107,5,6,51
0,1,36,2.05,56,4,4,18
0,2,21,1.72,73,5,0,3
0,0,60,1.46,67,2,5,21
1,0,66,1.74,101,4,4,64
0,1,71,1.72,68,5,6,4
0,1,67,1.46,106,6,6,12
1,0,39,1.62,61,4,6,15
0,1,66,1.81,105,1,0,49
1,0,47,1.47,106,5,6,9
1,1,63,1.68,59,2,3,12
0,0,68,1.81,80,5,4,1
0,1,20,1.96,55,3,0,42
1,2,27,2.03,100,0,5,22
0,1,30,1.88,81,5,5,24
1,1,34,1.9,87,4,3,38
1,2,70,1.83,93,3,2,6
0,1,64,1.98,52,3,2,25
1,1,26,1.97,103,2,2,26
1,0,58,1.88,69,1,6,20
1,2,47,1.65,80,2,1,30
1,1,32,1.94,94,4,2,62
1,2,32,1.63,100,1,3,3
0,0,25,1.85,98,0,0,37
1,0,43,1.58,59,6,0,18
1,1,56,1.73,54,4,0,19
1,1,47,1.81,60,5,5,18
0,0,51,1.81,56,6,0,14
0,1,23,1.87,79,4,3,18
0,0,43,1.59,87,3,6,59
1,0,58,1.9,62,4,3,68
1,0,44,1.99,100,0,0,63
0,2,46,1.66,86,2,3,17
1,2,46,1.8,87,5,3,35
1,1,35,1.67,81,6,6,13
0,2,63,1.95,89,2,1,64
0,2,63,1.6,53,6,6,47
0,2,42,1.86,104,6,6,0
0,1,61,1.73,74,1,5,66
1,0,48,1.62,75,5,5,58
0,1,63,1.51,110,1,2,13
0,1,35,1.61,99,4,4,52
1,2,44,1.93,84,1,0,21
1,1,69,1.65,78,3,2,19
0,0,40,1.51,89,4,6,54
1,1,33,1.86,70,4,3,54
0,1,41,1.45,65,0,2,28
0,0,22,1.45,78,3,0,19
0,0,71,1.88,86,3,0,4
1,1,40,1.47,63,5,0,54
1,1,29,1.51,66,6,2,66
0,0,29,1.6,64,1,1,29
0,2,54,1.71,68,3,6,6
0,2,23,1.76,91,3,5,66
1,2,65,1.45,109,6,0,41
0,0,67,2.01,105,3,3,6
1,0,73,1.78,106,0,4,33
0,1,34,1.67,55,6,5,2
1,2,61,1.76,83,3,1,47
1,1,29,1.55,51,4,0,33
0,1,49,2.01,57,2,0,6
1,0,36,1.47,81,2,4,56
0,1,44,1.85,62,2,3,61
0,2,70,1.95,59,0,3,13
0,0,70,1.59,68,5,4,10
0,2,42,1.57,76,1,6,47
0,2,57,1.91,57,0,2,25
1,0,72,1.72,63,5,4,42
0,1,45,1.85,76,4,6,53
0,2,31,1.84,84,4,0,61
1,0,55,1.64,82,5,0,63
1,2,48,1.59,104,2,2,63
0,2,38,1.6,106,4,5,31
0,2,52,1.88,94,1,5,26
0,1,34,1.74,77,4,5,21
1,0,60,1.69,79,3,0,25
1,1,51,1.72,84,0,1,28
0,0,40,1.52,70,1,4,37
0,1,48,1.9,66,4,0,45
0,1,30,1.96,52,6,1,39
1,0,46,1.96,109,3,0,16
1,0,44,1.57,79,1,4,7
0,1,59,2.02,94,2,6,23
0,0,47,1.68,74,4,4,35
0,2,41,1.5,93,4,1,33
1,0,37,1.71,73,2,0,46
0,0,50,1.66,100,4,1,42
1,1,46,1.87,109,6,0,4
1,1,26,1.67,79,3,4,6
0,1,52,1.68,77,3,6,24
1,2,38,1.47,92,6,4,16
0,2,71,1.9,100,3,4,52
0,0,25,1.73,75,2,6,44
1,0,30,1.57,106,3,6,11
1,0,51,1.73,53,6,2,28
1,0,37,1.59,98,3,4,29
0,0,46,1.63,109,4,0,11
1,2,30,1.99,76,2,5,42
0,2,61,1.49,82,4,5,30
1,1,59,1.82,104,2,6,25
1,1,22,1.48,93,4,1,4
0,0,28,1.51,92,4,3,61
0,0,25,1.97,102,3,6,9
1,1,25,1.89,62,6,2,64
0,2,65,1.78,68,4,6,60
0,0,72,2,86,5,1,54
1,2,44,1.67,87,4,1,14
1,0,49,1.47,62,4,2,23
1,2,72,1.54,62,2,3,50
0,0,27,1.82,95,2,4,37
0,2,33,1.53,63,2,3,34
0,2,26,1.6,86,4,2,1
1,1,49,1.47,98,2,3,44
0,2,37,1.6,55,0,5,52
0,0,28,1.61,104,1,1,16
0,2,55,1.45,83,1,3,16
1,0,33,1.77,104,2,0,44
1,0,37,1.96,50,1,5,43
0,0,33,1.94,57,2,2,20
1,1,45,1.83,87,1,4,53
0,2,24,1.51,101,4,1,6
0,1,35,1.71,95,3,2,21
1,2,30,1.61,79,2,3,13
0,1,61,2.03,54,6,1,19
0,2,31,1.66,110,6,4,61
0,1,67,1.78,94,6,1,6
1,2,62,1.59,101,5,1,61
0,2,23,1.8,58,1,3,34
1,0,55,1.68,79,6,2,59
1,1,28,1.67,101,6,4,40
1,0,39,1.72,66,6,2,51
0,1,48,1.98,72,0,4,58
1,1,54,1.94,81,6,3,18
1,2,71,1.94,59,6,0,56
1,2,22,1.59,104,6,1,52
1,0,22,1.68,64,3,2,48
1,1,71,1.95,71,2,3,66
1,2,72,1.51,62,6,1,23
1,1,57,1.64,102,1,5,37
1,0,51,1.87,64,5,0,60
0,2,73,1.59,90,3,1,67
0,2,68,1.61,58,0,3,59
0,1,58,1.76,81,4,4,20
1,1,30,1.78,92,0,1,7
0,0,42,2.03,71,6,3,22
1,0,43,1.8,99,5,6,26
1,2,60,1.82,96,1,4,32
0,1,62,1.97,71,1,6,27
0,0,33,1.69,97,1,0,64
1,2,48,1.71,59,6,4,68
1,1,62,1.59,56,6,4,15
1,2,22,1.47,59,5,6,49
0,0,34,1.74,60,6,0,11
0,1,56,1.5,100,6,2,4
1,0,63,1.55,89,3,5,17
1,0,41,1.97,75,6,1,19
1,2,48,2.01,58,6,4,25
1,1,69,1.97,94,0,3,4
0,0,70,1.82,92,3,1,37
1,2,53,1.71,79,0,0,29
0,1,27,1.83,92,2,4,41
1,2,67,1.67,82,5,4,22
1,0,52,1.69,107,1,2,62
1,0,22,1.84,82,0,6,54
1,1,46,1.69,80,6,5,37
0,1,57,1.53,75,1,3,32
0,2,64,1.85,74,6,4,38
0,2,63,1.95,57,5,6,51
1,2,31,1.5,85,5,1,68
0,0,69,2.05,67,4,4,22
0,2,48,1.98,82,1,6,44
0,2,48,1.59,70,5,3,51
1,1,30,1.46,68,2,3,33
1,1,27,2.05,103,4,1,64
0,0,24,1.99,52,5,0,38
0,0,26,1.89,102,4,1,48
1,2,58,1.89,91,0,4,12
1,1,57,1.66,67,0,5,32
0,0,72,1.51,60,4,2,19
1,2,67,1.82,85,6,4,42
0,0,70,1.67,59,2,0,1
0,1,29,1.91,89,2,6,0
0,2,72,1.49,58,3,5,4
1,0,29,1.68,64,5,3,13
0,1,56,1.82,96,5,3,9
0,1,48,1.75,89,6,4,5
1,1,35,1.9,75,4,0,4
0,0,23,1.9,71,2,3,3
0,1,23,1.56,65,4,0,25
0,1,73,1.57,54,3,0,20
1,1,70,1.45,100,4,6,28
0,0,35,1.87,108,3,1,7
0,1,73,1.87,108,1,2,7
0,0,29,1.93,105,0,1,35
1,2,47,1.51,52,2,0,40
0,2,34,1.58,77,3,0,60
0,2,54,1.8,103,0,0,56
0,2,35,1.74,79,1,3,19
0,2,61,1.56,62,0,0,22
1,2,47,1.52,51,5,1,28
1,2,63,1.81,53,2,3,11
0,1,69,1.67,82,5,1,56
0,1,49,1.84,91,1,1,7
1,1,64,1.9,58,2,0,9
0,1,31,1.96,67,5,2,12
0,1,21,1.66,109,1,1,59
0,1,69,1.97,74,0,0,61
0,2,63,1.63,69,1,2,39
1,2,28,1.47,104,1,4,31
0,0,39,1.61,92,5,3,11
0,1,26,1.82,75,0,4,9
0,0,39,1.63,86,4,1,59
1,0,29,1.78,102,2,2,54
0,0,49,1.89,90,1,4,42
1,2,49,2.01,66,3,5,1
1,2,66,1.58,90,0,0,60
0,1,46,1.96,72,3,5,67
1,0,44,1.56,80,0,0,23
1,1,52,1.72,106,5,6,14
0,0,37,1.56,109,0,3,49
0,1,30,1.68,85,3,3,32
1,2,25,1.93,107,3,6,66
1,1,34,1.47,83,3,0,37
1,1,57,1.52,106,6,0,64
1,2,28,1.91,89,0,1,36
0,2,27,2.05,66,0,2,19
0,2,50,1.75,78,5,3,46
1,0,72,1.98,110,2,0,62
0,1,28,1.54,94,5,6,63
1,1,39,1.82,106,2,0,63
1,1,65,1.8,67,5,2,66
0,2,64,1.79,92,1,4,33
0,0,69,1.8,51,6,4,47
0,0,29,1.79,97,0,2,17
1,0,53,1.74,62,1,6,41
1,2,19,1.68,53,6,6,11
1,1,45,1.66,52,1,5,50
1,1,44,1.78,64,1,3,17
0,0,39,1.75,94,3,3,52
1,2,28,1.82,72,5,5,42
1,0,71,1.59,50,3,0,13
1,1,70,1.96,64,2,6,53
1,2,26,1.76,53,5,5,54
0,0,43,2.02,71,0,4,30
1,1,58,1.99,109,5,3,60
0,2,47,1.57,50,1,2,35
0,2,34,1.74,62,2,2,38
1,0,26,1.85,108,5,4,46
0,2,49,1.61,66,4,6,25
1,0,57,1.78,62,6,1,9
0,1,33,1.51,67,0,0,68
1,1,63,1.97,80,0,5,30
1,0,57,1.5,97,2,0,31
0,2,29,1.97,96,3,3,9
1,2,48,1.88,80,6,5,2
0,0,36,1.76,108,0,3,32
