gender,ethnicity,age,height,weight,hair_color,eye_color,country
Male,White,47,1.51,94,Red,Hazel,36
Male,Black,53,1.69,69,Brown,Violet,24
Male,White,30,1.82,73,Gray,Blue,39
Female,Asian,24,1.78,98,Red,Gray,68
Female,Asian,47,1.78,67,Auburn,Gray,5
Male,Asian,36,2.02,108,Black,Hazel,43
Female,Asian,27,1.92,71,Black,Violet,25
Female,Black,54,1.94,56,Blond,Green,69
Female,Asian,42,1.46,56,Red,Blue,1
Male,Black,52,1.59,75,Red,Gray,6
Male,Asian,37,1.61,95,Red,Green,63
Male,White,33,1.63,86,Red,Gray,62
Female,Black,58,1.85,98,Gray,Brown,38
Female,Black,31,1.46,81,Black,Hazel,69
Female,Black,30,1.69,63,Brown,Blue,27
Female,Asian,24,1.7,66,Brown,Hazel,61
Male,Asian,41,1.53,87,Brown,Hazel,15
Female,Asian,29,1.79,100,Gray,Violet,64
Female,Black,19,1.55,110,Brown,Amber,36
Female,White,49,1.57,89,Red,Violet,55
Male,Asian,57,1.95,106,White,Hazel,57
Male,White,35,1.54,94,Gray,Gray,3
Female,White,61,1.62,73,Auburn,Gray,30
Male,White,47,1.99,73,Brown,Amber,54
Male,White,40,1.98,57,Auburn,Amber,43
Male,White,45,1.46,70,Blond,Blue,25
Female,White,58,1.72,102,Auburn,Hazel,49
Female,White,20,1.73,81,Auburn,Blue,19
Female,Asian,30,1.9,61,Brown,Blue,42
Male,White,72,1.91,82,Blond,Brown,6
Female,Asian,35,1.97,61,Black,Violet,59
Male,White,34,1.9,53,Auburn,Hazel,28
Male,Asian,37,2.05,81,Blond,Hazel,1
Female,Asian,25,1.9,103,White,Violet,63
Female,White,51,1.84,99,Brown,Blue,12
Male,Asian,74,1.74,104,Auburn,Amber,18
Male,Black,43,2.05,92,White,Hazel,67
Male,White,41,1.8,59,Auburn,Gray,60
Male,Asian,35,1.99,80,Auburn,Brown,18
Female,White,57,1.58,103,Black,Blue,13
Male,Asian,60,2.03,84,Red,Green,14
Female,Asian,67,1.86,97,Gray,Gray,2
Male,White,36,1.78,82,Blond,Amber,29
Male,White,23,1.73,60,Gray,Violet,51
Female,Asian,67,1.73,53,Auburn,Brown,19
Female,Asian,46,1.91,109,Gray,Amber,41
Male,White,60,1.59,107,White,Green,12
Female,Asian,26,2.02,99,White,Gray,46
Male,Black,59,1.8,71,White,Blue,3
Male,White,46,1.95,76,Gray,Violet,4
Male,Black,33,2.05,72,Red,Hazel,43
Male,Asian,62,1.78,98,Blond,Green,49
Female,Black,53,1.83,69,Blond,Blue,19
Male,Black,65,1.78,52,Gray,Brown,6
Male,Asian,21,2,84,Red,Blue,32
Male,Black,66,1.85,72,Black,Brown,4
Female,Black,30,2.03,97,Blond,Blue,9
Female,Black,57,1.45,56,Red,Violet,57
Female,Black,53,1.9,94,White,Amber,42
Male,White,21,1.9,94,Brown,Gray,44
Male,White,68,2,101,Brown,Violet,28
Male,Black,67,2,53,White,Gray,61
Male,Black,70,1.54,56,Black,Hazel,45
Male,Black,53,1.76,103,Blond,Violet,23
Female,Asian,22,1.58,103,Gray,Hazel,16
Female,White,20,1.48,83,Auburn,Green,1
Male,Black,35,1.93,68,Red,Gray,37
Male,White,37,1.88,50,Red,Green,38
Female,Asian,61,1.55,63,Black,Blue,5
Female,White,48,1.89,110,Brown,Hazel,16
Male,Black,58,1.93,58,Brown,Hazel,57
Female,White,67,1.69,83,Blond,Violet,47
Male,White,24,1.96,55,Blond,Violet,12
Female,Asian,71,1.6,77,Gray,Violet,14
Male,Black,67,1.5,68,Red,Green,60
Female,White,54,1.63,67,Brown,Violet,69
Female,White,44,1.52,74,Gray,Green,41
Female,Asian,51,1.97,103,Black,Brown,38
Female,Asian,46,1.6,98,Red,Hazel,58
Male,Asian,43,1.71,88,Blond,Gray,64
Male,White,66,1.86,61,Gray,Brown,67
Male,White,31,2.02,82,Gray,Green,57
Male,Asian,38,1.58,75,Brown,Hazel,65
Female,Asian,30,1.84,106,Auburn,Hazel,7
Male,Black,53,1.53,73,Auburn,Gray,66
Female,White,27,1.92,92,White,Gray,48
Male,White,54,1.54,105,Auburn,Amber,39
Female,White,59,2.03,72,Red,Hazel,68
Female,White,68,1.79,82,Blond,Violet,33
Female,Asian,70,1.68,51,Auburn,Violet,55
Male,Black,44,1.89,52,Auburn,Violet,17
Female,White,65,2.02,67,Black,Brown,29
Female,White,53,1.98,58,Red,Green,43
Male,Black,53,1.84,52,Blond,Brown,8
Male,White,40,1.48,60,Red,Gray,48
Female,Asian,57,1.83,77,Brown,Brown,6
Male,White,47,1.83,61,Gray,Blue,24
Female,Asian,47,1.81,90,Black,Violet,24
Male,Black,45,1.61,53,White,Green,23
Female,Asian,33,1.87,91,White,Brown,65
Male,Black,39,1.73,65,Blond,Brown,49
Female,Asian,53,1.57,79,Red,Blue,34
Female,White,58,1.9,83,Red,Green,12
Female,White,27,1.99,63,White,Gray,48
Female,White,29,2.02,63,Blond,Green,46
Female,White,22,1.67,81,Blond,Brown,35
Male,Asian,49,1.85,95,Red,Gray,38
Male,Black,52,1.74,107,Gray,Brown,64
Female,Asian,61,1.89,65,Brown,Violet,17
Female,Black,20,2.03,97,Black,Blue,42
Male,Asian,23,1.45,107,White,Amber,57
Male,White,28,1.46,96,White,Brown,62
Male,White,47,2,59,Brown,Hazel,12
Female,Asian,61,1.9,84,Gray,Amber,59
Female,White,22,1.82,72,Red,Amber,24
Male,White,70,1.75,72,Auburn,Blue,5
Female,Black,56,1.64,88,Blond,Brown,30
Female,Asian,59,1.47,55,Blond,Amber,47
Female,Asian,45,1.95,78,Red,Violet,20
Female,Black,51,1.92,68,Gray,Blue,6
Female,Black,40,1.48,50,Red,Blue,36
Female,Black,43,1.87,84,Gray,Amber,48
Male,Asian,59,1.58,73,Gray,Amber,53
Male,Black,38,1.93,109,Blond,Hazel,18
Male,White,67,1.91,68,Brown,Violet,48
Female,White,50,1.53,80,White,Green,20
Female,Black,58,1.47,76,Gray,Hazel,14
Male,Black,24,1.69,92,Gray,Brown,19
Male,White,54,2.03,83,Red,Brown,56
Female,White,33,1.96,68,Red,Green,13
Female,Black,64,1.57,84,White,Green,6
Male,Black,25,1.63,92,Black,Gray,5
Female,White,40,2.04,79,Brown,Green,44
Female,Black,42,2.03,81,Black,Brown,32
Female,Black,71,1.97,110,Black,Gray,35
Male,Asian,66,1.88,85,White,Amber,16
Male,Asian,72,1.62,66,Gray,Green,45
Female,Asian,49,1.59,61,Brown,Amber,8
Male,White,48,1.78,61,Brown,Amber,60
Female,Black,70,1.63,94,Gray,Blue,60
Male,White,57,1.93,60,White,Violet,41
Female,White,60,1.89,53,Gray,Green,50
Male,White,28,1.77,69,White,Violet,19
Male,White,62,1.54,89,Auburn,Blue,43
Female,Black,64,2,58,Brown,Gray,45
Female,Asian,48,1.56,50,Red,Gray,23
Female,White,64,1.74,99,Blond,Amber,3
Female,Asian,57,2.05,95,Brown,Hazel,1
Female,White,31,1.82,99,Gray,Blue,35
Male,Asian,40,1.52,94,White,Violet,3
Female,Asian,39,1.82,86,White,Green,22
Male,White,73,1.5,104,Red,Amber,42
Male,Black,35,1.89,99,Red,Brown,37
Female,Asian,54,1.63,51,Auburn,Violet,49
Female,Asian,73,1.59,70,Brown,Blue,59
Male,White,37,1.81,55,Black,Brown,16
Male,White,66,1.74,54,White,Green,68
Male,Asian,57,1.9,93,Auburn,Brown,67
Female,Black,28,2.02,86,Gray,Violet,12
Female,Black,62,1.89,76,Auburn,Amber,20
Male,White,56,1.47,92,Red,Gray,39
Male,Asian,29,1.46,89,Blond,Violet,6
Male,Black,42,1.69,65,Blond,Violet,40
Female,Black,72,1.86,96,Blond,Gray,6
Male,White,24,1.53,96,Gray,Gray,17
Female,Asian,71,1.5,75,Red,Green,30
Female,Black,74,1.85,103,Gray,Green,2
Female,White,31,1.45,89,Gray,Green,21
Male,Black,67,1.63,86,Auburn,Green,40
Male,Black,62,1.56,84,Auburn,Amber,68
Female,White,47,1.63,96,Gray,Violet,49
Female,Asian,40,1.78,110,Gray,Violet,54
Female,Black,46,1.61,56,Brown,Amber,5
Female,Black,51,1.93,70,Brown,Hazel,2
Male,White,56,1.64,89,Red,Hazel,34
Female,White,65,1.5,91,Blond,Violet,43
Male,Black,69,1.95,78,Black,Gray,55
Female,Asian,64,1.98,81,Black,Hazel,7
Male,Asian,26,1.83,69,Red,Amber,41
Female,White,65,1.76,80,Red,Gray,4
Female,White,19,1.86,109,Blond,Blue,49
Female,Asian,41,1.98,97,Brown,Brown,14
Female,Asian,30,1.8,74,Red,Violet,6
Male,White,74,1.86,55,Blond,Blue,10
Male,Asian,53,1.71,69,Black,Brown,35
Male,Asian,71,1.7,62,Gray,Gray,68
Female,White,58,1.47,95,Black,Green,32
Male,Asian,29,1.47,78,Black,Blue,49
Male,Black,28,1.55,67,Blond,Amber,65
Female,Asian,40,1.79,74,Black,Hazel,21
Female,Black,46,1.73,94,Red,Gray,18
Male,Asian,46,1.78,73,Red,Gray,21
Female,White,23,1.95,92,Black,Gray,35
Male,Asian,56,1.61,87,Black,Amber,57
Female,White,69,1.68,88,Gray,Violet,34
Male,Asian,73,2.02,110,Brown,Gray,8
Male,White,49,1.55,78,Brown,Green,43
Female,Asian,64,2.02,90,Brown,Hazel,14
Male,Asian,70,1.64,86,Black,Gray,55
Female,Asian,33,1.65,101,Red,Violet,10
Female,White,65,1.61,51,Auburn,Gray,6
Male,Black,48,1.75,86,Gray,Amber,44
Female,Asian,33,1.71,53,Brown,Hazel,35
Male,White,20,1.69,98,Blond,Hazel,44
Female,Black,56,1.73,77,Red,Brown,32
Female,Black,56,1.47,72,Black,Blue,45
Male,White,48,1.76,79,Brown,Amber,11
Female,White,74,1.83,55,White,Hazel,18
Male,Black,55,1.69,70,Black,Hazel,42
Male,White,30,1.5,75,White,Hazel,27
Male,Asian,38,1.52,82,Gray,Amber,39
Male,Asian,41,1.86,94,Brown,Hazel,35
Female,Black,47,1.62,94,Gray,Blue,20
Female,Asian,63,1.98,65,Blond,Amber,54
Female,Asian,22,1.88,75,Blond,Hazel,53
Male,Asian,31,1.92,86,Blond,Green,62
Male,White,35,1.61,54,White,Amber,10
Male,Black,45,1.45,74,Brown,Gray,11
Male,Black,74,1.68,76,Gray,Hazel,46
Male,Asian,35,1.86,94,Auburn,Brown,39
Female,Asian,42,1.63,84,Black,Gray,66
Male,Asian,58,1.77,81,Brown,Green,5
Male,Asian,23,1.96,89,White,Blue,58
Male,White,29,1.94,50,Blond,Gray,14
Male,Asian,46,1.79,93,White,Brown,14
Female,White,68,1.87,100,Brown,Blue,20
Female,Black,65,1.76,84,Black,Gray,26
Female,Black,47,1.66,79,Gray,Gray,30
Male,Asian,37,1.61,73,Blond,Green,57
Male,White,22,1.88,97,Auburn,Blue,11
Male,White,57,1.57,66,White,Amber,28
Female,White,74,1.59,79,Black,Hazel,40
Male,Black,65,1.48,57,Red,Gray,10
Male,Black,74,1.75,63,Auburn,Amber,28
Female,Asian,73,1.47,77,White,Gray,63
Female,Asian,57,1.8,64,Blond,Hazel,60
Male,Asian,36,1.76,100,Gray,Violet,45
Female,Asian,66,1.55,96,Gray,Amber,9
Female,White,23,1.8,81,Blond,Gray,37
Female,White,23,1.71,109,Auburn,Hazel,55
Female,Asian,40,1.95,83,Auburn,Hazel,16
Female,Asian,22,1.53,71,Brown,Violet,23
Male,Asian,35,2,65,Gray,Gray,55
Female,Black,49,1.95,82,Blond,Green,36
Male,White,74,1.61,107,White,Green,16
Female,Black,68,1.58,50,Gray,Green,21
Male,Asian,45,1.73,66,Red,Brown,28
Male,Asian,62,1.46,87,Blond,Brown,28
Female,White,53,2.02,82,Auburn,Green,21
Male,Black,74,1.57,97,Blond,Hazel,5
Male,Asian,62,1.95,82,Red,Green,19
Female,Asian,24,1.86,83,White,Green,47
Male,Asian,42,1.93,72,Auburn,Brown,33
Male,Asian,55,1.57,62,Black,Amber,19
Female,Asian,62,1.48,86,Gray,Amber,2
Female,Asian,73,1.52,78,Red,Blue,8
Female,Black,26,1.47,59,Auburn,Hazel,23
Male,White,30,2.03,89,Blond,Brown,45
Female,Black,56,1.68,101,Gray,Hazel,15
Male,Black,47,1.79,94,Gray,Hazel,36
Female,Asian,23,1.52,81,Black,Brown,7
Male,White,26,1.72,103,Gray,Amber,34
Female,Black,33,1.76,90,White,Brown,32
Female,Asian,40,1.6,63,Auburn,Green,51
Male,Asian,60,1.71,72,Brown,Green,22
Male,White,26,1.61,58,Black,Violet,38
Female,Black,53,1.8,51,Black,Hazel,9
Male,Black,49,1.75,98,Blond,Hazel,3
Male,Black,69,1.85,60,Gray,Gray,40
Female,Asian,41,2.05,107,Black,Violet,65
Female,Asian,68,1.83,86,Red,Violet,57
Male,Black,31,1.85,108,Blond,Hazel,14
Female,Asian,47,1.53,79,White,Blue,35
Female,Asian,31,1.72,54,Auburn,Blue,11
Female,Asian,34,1.59,103,Gray,Hazel,41
Female,Asian,73,1.69,83,Black,Blue,57
Male,Asian,65,1.97,98,Black,Hazel,50
Female,White,53,1.55,85,Blond,Violet,68
Female,Asian,72,1.72,66,Gray,Amber,18
Male,Asian,32,1.9,56,Gray,Blue,65
Female,White,48,1.79,53,Red,Violet,16
Male,Asian,52,1.65,109,Black,Amber,53
Female,White,34,1.55,81,Black,Hazel,61
Male,Asian,30,1.94,81,White,Amber,57
Male,Black,46,1.7,81,White,Green,59
Female,Asian,28,1.85,80,White,Gray,52
Male,White,61,2.04,60,White,Blue,17
Male,Asian,42,1.65,62,Black,Brown,30
Female,Asian,62,1.92,97,White,Brown,16
Male,Black,62,1.79,86,Red,Violet,63
Female,Asian,63,1.77,65,White,Amber,28
Male,White,33,1.65,66,Gray,Blue,34
Male,Asian,55,1.68,58,Auburn,Hazel,16
Male,White,29,1.9,65,Blond,Hazel,10
Male,White,61,1.97,100,Black,Amber,7
Female,White,41,1.55,62,White,Hazel,7
Female,Black,70,1.55,88,White,Gray,38
Female,Asian,31,1.79,90,Auburn,Gray,10
Male,Black,61,1.55,100,White,Blue,12
Male,White,43,1.94,52,Brown,Hazel,58
Male,Asian,34,1.51,101,Auburn,Amber,52
Male,Black,53,1.82,100,White,Green,36
Female,White,44,1.74,57,Auburn,Blue,22
Female,White,38,1.94,88,Red,Violet,60
Male,White,38,1.73,84,Brown,Brown,35
Female,White,34,1.9,71,Black,Green,15
Female,White,53,1.78,102,Black,Gray,17
Female,Black,24,1.55,89,Auburn,Hazel,53
Male,White,60,1.64,108,Auburn,Hazel,60
Male,Asian,31,1.63,87,Red,Brown,64
Male,White,41,1.71,59,Black,Hazel,50
Male,Black,41,1.79,104,Blond,Green,7
Female,White,19,1.66,79,Red,Hazel,11
Male,Asian,35,1.84,63,Auburn,Green,9
Male,Black,28,1.88,95,Brown,Green,28
Male,Black,30,2.01,75,Black,Green,58
Female,Asian,21,1.47,104,White,Amber,7
Female,Black,31,1.58,93,Red,Hazel,35
Male,Asian,33,2,60,Black,Gray,27
Male,Black,73,1.5,56,Blond,Violet,26
Male,Asian,71,1.94,63,Black,Hazel,32
Female,White,40,1.61,73,Auburn,Blue,30
Female,White,54,1.45,100,Gray,Violet,64
Male,White,58,2.04,102,Red,Brown,58
Female,Asian,64,1.71,108,Auburn,Amber,43
Female,White,71,1.99,74,Gray,Amber,65
Male,Black,52,1.82,97,Red,Blue,61
Male,Asian,61,1.8,65,Auburn,Hazel,29
Male,White,59,1.84,91,Auburn,Gray,20
Male,Asian,31,1.79,79,Black,Amber,16
Female,White,28,1.81,72,Gray,Hazel,10
Male,Asian,57,1.96,58,Red,Amber,31
Female,White,32,1.57,71,Brown,Gray,25
Female,Asian,43,1.82,94,Gray,Hazel,40
Female,Black,62,1.57,109,Red,Gray,45
Female,Black,73,1.99,80,White,Amber,53
Male,White,20,1.59,58,Brown,Gray,16
Male,Black,31,1.73,63,Blond,Blue,35
Male,Asian,44,1.69,109,Gray,Violet,20
Male,Black,38,1.95,53,Blond,Green,51
Male,Asian,60,1.95,107,Black,Hazel,38
Male,White,32,1.66,108,Black,Gray,6
Male,Asian,32,1.53,80,Auburn,Violet,48
Male,Black,44,1.94,60,Red,Green,3
Female,White,24,1.86,89,Brown,Gray,50
Female,White,58,1.61,52,Brown,Brown,62
Female,Asian,64,1.75,62,Gray,Gray,55
Male,Black,37,1.51,62,White,Gray,18
Male,Black,38,1.81,51,Red,Brown,32
Male,Asian,47,1.75,66,White,Blue,35
Female,Asian,36,1.79,107,Gray,Blue,58
Female,Black,42,1.5,89,Auburn,Hazel,3
Male,Asian,65,1.79,110,White,Hazel,28
Male,Black,45,1.72,108,Gray,Violet,59
Female,Black,48,1.79,64,Black,Hazel,9
Female,Asian,23,1.83,80,Blond,Brown,37
Male,Black,42,1.61,89,White,Amber,26
Female,White,30,1.5,89,Red,Amber,57
Female,Black,72,1.97,78,Brown,Blue,26
Male,White,55,1.8,99,White,Violet,1
Male,Asian,56,1.61,101,Red,Amber,55
Female,Asian,23,1.47,73,Auburn,Green,21
Male,Black,52,1.86,80,Auburn,Gray,7
Male,Asian,68,1.49,62,Blond,Amber,29
Female,Black,72,1.93,51,Gray,Blue,47
Male,Asian,35,2.05,92,Gray,Hazel,13
Male,Asian,22,1.78,103,Brown,Amber,35
Female,Asian,69,1.58,54,Gray,Hazel,21
Female,Asian,67,1.46,62,Blond,Gray,47
Female,Asian,61,1.59,58,Auburn,Hazel,54
Male,Black,71,1.98,63,Auburn,Brown,34
Female,Asian,25,1.88,89,Blond,Amber,69
Female,Asian,69,1.57,85,Blond,Violet,34
Female,Black,54,1.82,54,Gray,Blue,11
Male,White,52,1.68,53,Black,Hazel,38
Female,Asian,57,1.63,93,Black,Green,34
Male,Asian,62,1.74,98,Red,Gray,39
Male,White,52,1.73,107,Gray,Hazel,36
Female,Black,32,1.73,56,Black,Amber,53
Female,White,23,1.67,64,Brown,Blue,61
Male,White,29,1.5,60,Gray,Amber,46
Female,Asian,60,1.94,85,Black,Gray,9
Female,White,19,1.49,56,Brown,Hazel,49
Female,White,36,1.48,104,Gray,Violet,55
Male,White,40,1.86,66,Blond,Violet,64
Female,Asian,70,1.9,91,Red,Hazel,25
Male,White,66,1.62,58,Red,Gray,28
Male,Black,23,1.87,51,Auburn,Gray,52
Male,White,71,1.84,79,Black,Green,67
Male,Asian,58,1.51,94,Brown,Hazel,63
Male,Black,72,1.62,82,Blond,Violet,28
Male,White,69,1.73,53,Gray,Gray,31
Male,Black,65,1.96,50,White,Violet,9
Female,White,37,1.55,59,Red,Blue,38
Female,White,60,1.55,103,Auburn,Hazel,16
Female,Asian,33,1.56,96,White,Brown,53
Male,Black,42,1.95,108,Red,Amber,12
Male,Black,52,1.78,81,Auburn,Hazel,49
Male,Asian,33,1.47,72,Black,Violet,62
Male,Black,45,1.52,106,Brown,Amber,55
Female,Black,41,1.77,79,Black,Blue,17
Male,White,51,2.03,58,Black,Blue,61
Male,White,57,1.59,66,Blond,Blue,5
Female,Black,62,1.83,81,Gray,Brown,46
Female,Black,25,1.92,104,Blond,Hazel,5
Female,Asian,39,2.04,101,Blond,Brown,42
Female,Asian,48,1.73,75,Brown,Amber,37
Male,White,59,1.87,92,Blond,Violet,46
Female,Black,59,1.87,94,Red,Violet,18
Female,Black,70,1.69,61,Auburn,Brown,63
Male,Black,63,1.91,62,Red,Blue,44
Male,White,63,1.8,78,Brown,Blue,61
Female,White,43,1.62,107,White,Gray,32
Male,White,31,1.67,86,White,Amber,67
Female,Black,40,1.69,105,Red,Gray,59
Female,White,62,1.76,57,Brown,Green,68
Female,Black,21,1.91,66,Gray,Violet,38
Female,Asian,30,1.89,80,Gray,Blue,27
Female,Black,68,1.92,92,Red,Amber,43
Female,Asian,60,1.82,79,Auburn,Amber,52
Male,Asian,71,1.75,82,Red,Gray,63
Male,Black,57,1.76,62,Blond,Amber,35
Male,Asian,27,1.55,88,Gray,Brown,58
Female,White,40,1.97,97,Gray,Violet,33
Male,Black,53,1.56,55,Black,Blue,40
Female,White,44,1.86,87,Black,Brown,31
Male,Asian,32,1.57,51,White,Green,54
Male,Asian,55,1.69,87,Gray,Green,36
Male,Asian,40,2.02,68,Blond,Brown,21
Male,White,21,2.03,54,Auburn,Gray,39
Male,White,56,1.89,108,Auburn,Blue,47
Male,Black,63,1.68,50,Blond,Violet,68
Female,Asian,35,1.97,81,Red,Violet,64
Male,White,23,1.82,61,White,Violet,58
Female,Black,59,1.47,101,Red,Violet,46
Male,White,73,1.78,85,Red,Gray,46
Male,White,30,1.94,54,Blond,Brown,11
Female,Asian,24,1.6,102,Blond,Blue,53
Male,Black,63,2.05,110,Red,Hazel,69
Male,White,22,1.83,63,Red,Hazel,68
Male,Asian,53,1.82,67,White,Blue,7
Male,White,55,1.79,67,Blond,Blue,34
Male,Asian,38,1.62,61,Brown,Gray,6
Male,Black,19,1.9,77,Auburn,Blue,17
Male,White,50,1.51,58,Auburn,Green,63
Female,Black,56,1.57,59,Red,Violet,28
Female,Black,63,1.85,55,Auburn,Hazel,57
Female,White,41,1.82,78,Brown,Violet,56
Female,Asian,41,1.46,109,Gray,Green,39
Male,Black,64,1.69,50,Auburn,Gray,40
Female,White,30,2.03,93,Brown,Violet,36
Female,White,44,2.03,84,White,Green,19
Female,White,21,1.87,74,Red,Gray,52
Male,White,28,1.83,72,Gray,Hazel,27
Female,White,30,1.75,62,Black,Brown,52
Female,Asian,62,1.6,74,Gray,Blue,48
Male,White,43,1.52,52,Blond,Green,34
Male,Black,44,1.62,91,Auburn,Brown,45
Male,Asian,47,1.85,63,Red,Violet,30
Female,White,36,1.64,69,Gray,Amber,52
Male,Asian,53,1.53,55,Blond,Gray,42
Male,White,24,1.75,74,Blond,Hazel,40
Female,Asian,37,1.76,75,Blond,Blue,63
Male,Asian,60,1.83,65,Gray,Amber,41
Female,Black,38,1.7,80,Gray,Brown,68
Male,White,59,1.57,101,Blond,Blue,69
Male,Asian,65,1.8,100,Red,Gray,51
Female,Asian,46,2.03,79,Auburn,Amber,1
Female,White,39,1.52,70,Blond,Blue,29
Female,Asian,28,1.75,71,Red,Hazel,3
Male,Black,29,1.95,80,Auburn,Blue,60
Female,Black,61,1.52,95,White,Green,27
Female,White,63,1.7,59,Red,Hazel,33
Male,Black,65,1.76,102,Blond,Amber,54
Female,Black,72,1.49,88,White,Violet,54
Female,Black,35,1.71,86,Auburn,Amber,62
Male,White,25,1.93,71,White,Violet,26
Male,White,52,1.48,53,Red,Violet,10
Male,Asian,58,1.52,109,Red,Amber,13
Male,Black,57,2.01,72,Brown,Amber,63
Male,Asian,45,1.79,81,Black,Gray,38
Male,Asian,55,1.8,56,Red,Amber,45
Female,White,67,1.54,108,Gray,Hazel,30
Female,White,59,1.77,54,White,Brown,56
Male,White,28,1.86,83,Gray,Brown,44
Male,Black,52,1.97,82,White,Brown,48
Female,Asian,32,1.68,98,Gray,Green,36
Male,White,59,1.56,60,Gray,Violet,46
Female,Black,26,1.77,96,Red,Gray,20
Female,White,46,1.82,56,White,Hazel,3
Male,Asian,21,1.61,65,Blond,Hazel,4
Male,Black,31,1.67,95,Gray,Green,36
Male,White,69,1.81,52,Gray,Violet,35
Female,Asian,37,2.05,55,Blond,Blue,49
Male,Asian,46,1.72,96,Blond,Hazel,9
Female,White,49,1.8,56,White,Hazel,3
Female,White,23,1.7,90,Auburn,Green,66
Female,White,54,1.65,66,Brown,Amber,19
Male,Black,44,1.89,86,Red,Brown,57
Male,Black,63,1.71,89,Brown,Brown,32
Male,White,44,1.54,104,Blond,Brown,67
Male,White,67,1.6,67,Auburn,Green,48
Male,Asian,41,1.96,106,Black,Brown,5
Male,Black,26,1.58,66,Gray,Violet,55
Male,White,53,1.59,109,White,Hazel,66
Female,White,54,1.54,98,Gray,Brown,6
Male,Black,31,1.61,69,Gray,Amber,9
Male,Asian,57,2.04,78,Black,Brown,57
Male,White,72,1.78,70,Red,Gray,44
Female,White,56,1.74,100,Brown,Violet,32
Male,Asian,46,1.54,87,Black,Amber,1
Male,Asian,27,1.77,56,Gray,Blue,39
Male,Asian,70,1.49,53,White,Hazel,35
Female,Asian,50,1.61,107,Blond,Violet,14
Male,Asian,40,1.92,74,Gray,Violet,62
Female,Black,44,1.93,103,White,Blue,22
Male,Asian,59,1.58,53,Red,Blue,40
Male,White,43,1.91,83,Auburn,Brown,43
Male,Asian,73,1.77,94,Blond,Amber,69
Male,Black,23,2.03,93,Brown,Hazel,58
Female,Asian,20,1.81,82,Blond,Gray,69
Female,Black,42,1.71,103,White,Amber,17
Male,Black,22,1.96,92,Auburn,Amber,14
Female,White,50,1.8,100,Brown,Brown,68
Female,Black,39,1.8,97,Gray,Violet,23
Male,White,30,1.57,74,White,Violet,26
Female,Black,50,1.65,94,Auburn,Hazel,65
Male,Black,68,1.84,96,White,Hazel,17
Male,Asian,69,1.9,71,Black,Brown,6
Female,Black,21,1.59,58,Blond,Gray,52
Male,Asian,63,1.9,96,Black,Amber,66
Male,Asian,63,1.7,87,White,Amber,62
Female,Asian,33,1.61,82,White,Violet,49
Male,Black,74,1.81,95,Auburn,Blue,24
Male,Asian,63,1.77,104,Black,Blue,28
Male,White,32,1.8,73,Red,Blue,23
Male,White,64,1.66,52,Brown,Blue,61
Female,Black,69,1.58,103,Red,Blue,57
Female,White,37,1.99,69,Black,Gray,17
Female,Black,61,1.55,101,Brown,Violet,12
Male,Asian,30,2,62,Auburn,Gray,2
Male,White,38,1.97,90,Red,Blue,20
Female,White,23,1.49,97,Brown,Brown,21
Female,Black,54,1.93,69,White,Brown,12
Female,Black,22,1.84,62,Black,Brown,18
Male,Black,47,1.72,54,Black,Hazel,5
Female,White,27,1.59,70,Blond,Hazel,64
Male,Asian,40,1.75,78,Auburn,Gray,4
Female,Asian,28,1.7,66,Auburn,Hazel,40
Female,White,33,1.51,104,Blond,Hazel,33
Female,Black,53,2.01,96,Red,Gray,53
Female,Black,53,1.63,70,Auburn,Gray,7
Female,Asian,33,1.89,51,Brown,Brown,35
Male,Black,22,2.04,109,Blond,Violet,38
Female,Asian,21,1.45,94,Blond,Violet,33
Male,Asian,55,1.52,81,White,Blue,48
Male,Asian,60,1.49,53,Auburn,Hazel,48
Female,Black,72,1.69,58,Blond,Brown,17
Male,White,55,1.57,75,White,Violet,62
Female,Black,38,1.69,64,Gray,Blue,19
Female,Asian,25,1.65,74,White,Amber,52
Female,Asian,66,1.7,108,White,Gray,3
Male,White,46,1.9,71,Brown,Blue,1
Male,Black,66,1.76,77,Brown,Hazel,22
Male,Asian,24,1.83,94,Blond,Amber,45
Female,White,69,1.61,105,Red,Gray,35
Female,Asian,29,1.92,106,Gray,Blue,51
Female,Asian,27,1.98,55,Gray,Brown,66
Female,White,62,2.05,57,Auburn,Gray,10
Male,Black,37,2.04,56,Brown,Brown,43
Male,Black,30,1.6,108,White,Gray,31
Male,Black,20,2.02,57,Auburn,Hazel,17
Female,White,60,1.51,67,Red,Blue,49
Female,Black,56,1.64,79,Black,Violet,68
Male,Asian,38,1.5,69,Gray,Hazel,18
Male,Black,28,1.63,109,Black,Gray,57
Female,Asian,50,1.81,101,Gray,Hazel,6
Male,White,54,1.87,104,Brown,Hazel,61
Female,White,19,1.56,56,Auburn,Gray,37
Male,Black,44,1.92,59,Brown,Blue,26
Female,Asian,45,1.57,82,Brown,Brown,34
Female,Asian,61,1.56,85,Red,Violet,42
Male,Black,41,1.96,85,Blond,Hazel,60
Female,Asian,21,1.84,65,Red,Violet,69
Female,Asian,40,1.9,97,White,Hazel,36
Male,Black,36,1.69,77,Red,Gray,21
Male,Black,47,1.51,77,White,Brown,6
Female,White,52,1.94,59,Gray,Violet,31
Female,White,24,1.69,106,Gray,Gray,69
Female,Black,61,1.5,53,Brown,Hazel,45
